file,duration_s,n_frames_valid,n_frames_total,temporal_centroid_s,symmetry,attack_ms,decay_ms,onset_count,rms_mean,rms_peak,dynamic_range_db
01_sinusoide_440.wav,5.0,117,117,2.391,0.483,1365.3,2133.3,34,0.001467,0.002278,8.1
