file,duration_s,n_frames_valid,n_frames_total,temporal_centroid_s,symmetry,attack_ms,decay_ms,onset_count,rms_mean,rms_peak,dynamic_range_db
17_noise100.wav,5.0,117,117,3.126,0.632,4224.0,640.0,27,0.002668,0.006143,11.2
