file,duration_s,n_frames_valid,n_frames_total,temporal_centroid_s,symmetry,attack_ms,decay_ms,onset_count,rms_mean,rms_peak,dynamic_range_db
03_tanh_drive1.wav,5.0,117,117,2.347,0.474,1536.0,3413.3,6,0.005943,0.010497,5.5
