frame,time,centroid,spread,rolloff,slope,obsir_std,flatness,crest,skewness,kurtosis,tonality,entropy,tpr,n_peaks,flux,irregularity,zcr,gated
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
2,0.0853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
3,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
4,0.1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
5,0.2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
6,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
7,0.2987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
8,0.3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
9,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
10,0.4267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
11,0.4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
12,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
13,0.5547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
14,0.5973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
15,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
16,0.6827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
17,0.7253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
18,0.768,753.02,1152.7177,1968.75,-3.4536866543,0.737513,0.347107,83.854,1.616,1.701,0.076589,0.119828,16.619463,161,0.0,358.2803,0.004761,0
19,0.8107,705.59,1068.79,1839.84,-4.6081338929,0.849284,0.352003,71.1868,1.6726,1.9837,0.075576,0.131834,13.399184,139,0.007032,405.1037,0.003418,0
20,0.8533,704.16,953.2777,1746.09,-5.1497884788,0.771748,0.362559,61.9931,1.549,1.891,0.073437,0.141609,15.375367,148,0.013531,399.0007,0.001099,0
21,0.896,939.65,1091.5692,1980.47,-5.6349392799,0.750299,0.366539,54.1855,1.512,2.3799,0.072647,0.176714,12.887595,132,0.027229,497.6027,0.001343,0
22,0.9387,1124.33,1249.771,2214.84,-5.703851835,0.690489,0.351544,55.305,1.6582,3.7174,0.07567,0.19447,11.517653,121,0.035163,742.316,0.002808,0
23,0.9813,1088.92,1212.7391,2191.41,-5.2584337022,0.683802,0.365424,55.9708,1.5301,2.9134,0.072867,0.185498,12.01665,150,0.031807,830.57,0.00354,0
24,1.024,983.66,1145.2339,2109.38,-5.1857823441,0.645598,0.352495,58.3349,1.5666,3.0235,0.075475,0.168334,13.094585,165,0.029379,716.4091,0.002564,0
25,1.0667,893.49,1043.3673,2003.91,-5.3260800943,0.681256,0.35199,55.2172,1.561,2.9388,0.075578,0.168485,12.934819,180,0.031667,690.0124,0.003052,0
